SYMBOL,COMPANY_NAME,SERIES,SOURCE
BLUSPRING.NS,Bluspring Enterprises Limited,EQ,CACHED_NSE_ALL
BMWVENTLTD.NS,BMW Ventures Limited,EQ,CACHED_NSE_ALL
BNAGROCHEM.NS,BN Agrochem Limited,BE,CACHED_NSE_ALL
BNALTD.NS,B & A Limited,EQ,CACHED_NSE_ALL
BODALCHEM.NS,Bodal Chemicals Limited,BE,CACHED_NSE_ALL
BOHRAIND.NS,Bohra Industries Limited,EQ,CACHED_NSE_ALL
BOMDYEING.NS,Bombay Dyeing & Mfg Company Limited,EQ,CACHED_NSE_ALL
BONLON.NS,Bonlon Industries Limited,EQ,CACHED_NSE_ALL
BORANA.NS,Borana Weaves Limited,EQ,CACHED_NSE_ALL
BOROLTD.NS,Borosil Limited,EQ,CACHED_NSE_ALL
BORORENEW.NS,BOROSIL RENEWABLES LIMITED,EQ,CACHED_NSE_ALL
BOROSCI.NS,Borosil Scientific Limited,EQ,CACHED_NSE_ALL
BOSCH-HCIL.NS,BOSCH HOME COMFORT INDIA LIMITED,EQ,CACHED_NSE_ALL
BOSCHLTD.NS,Bosch Limited,EQ,CACHED_NSE_ALL
BPCL.NS,Bharat Petroleum Corporation Limited,EQ,CACHED_NSE_ALL
BPL.NS,BPL Limited,EQ,CACHED_NSE_ALL
BRIGADE.NS,Brigade Enterprises Limited,EQ,CACHED_NSE_ALL
BRIGHOTEL.NS,Brigade Hotel Ventures Limited,EQ,CACHED_NSE_ALL
BRITANNIA.NS,Britannia Industries Limited,EQ,CACHED_NSE_ALL
BRNL.NS,Bharat Road Network Limited,EQ,CACHED_NSE_ALL
BROOKS.NS,Brooks Laboratories Limited,BE,CACHED_NSE_ALL
BSE.NS,BSE Limited,EQ,CACHED_NSE_ALL
BSHSL.NS,Bombay Super Hybrid Seeds Limited,BE,CACHED_NSE_ALL
BSL.NS,BSL Limited,EQ,CACHED_NSE_ALL
BSOFT.NS,BIRLASOFT LIMITED,EQ,CACHED_NSE_ALL
BTML.NS,Bodhi Tree Multimedia Limited,EQ,CACHED_NSE_ALL
BTTL.NS,Bhilwara Technical Textiles Limited,EQ,CACHED_NSE_ALL
BUILDPRO.NS,Shankara Buildpro Limited,EQ,CACHED_NSE_ALL
BUTTERFLY.NS,Butterfly Gandhimathi Appliances Limited,EQ,CACHED_NSE_ALL
BVCL.NS,Barak Valley Cements Limited,EQ,CACHED_NSE_ALL
BYKE.NS,The Byke Hospitality Ltd,BE,CACHED_NSE_ALL
CALSOFT.NS,California Software Company Limited,BE,CACHED_NSE_ALL
CAMLINFINE.NS,Camlin Fine Sciences Limited,EQ,CACHED_NSE_ALL
CAMPUS.NS,Campus Activewear Limited,EQ,CACHED_NSE_ALL
CAMS.NS,Computer Age Management Services Limited,EQ,CACHED_NSE_ALL
CANBK.NS,Canara Bank,EQ,CACHED_NSE_ALL
CANFINHOME.NS,Can Fin Homes Limited,EQ,CACHED_NSE_ALL
CANHLIFE.NS,Canara HSBC Life Insurance Company Limited,EQ,CACHED_NSE_ALL
CANTABIL.NS,Cantabil Retail India Limited,EQ,CACHED_NSE_ALL
CAPACITE.NS,Capacit'e Infraprojects Limited,EQ,CACHED_NSE_ALL
CAPILLARY.NS,Capillary Technologies India Limited,EQ,CACHED_NSE_ALL
CAPITALSFB.NS,Capital Small Finance Bank Limited,EQ,CACHED_NSE_ALL
CAPLIPOINT.NS,Caplin Point Laboratories Limited,EQ,CACHED_NSE_ALL
CAPTRUST.NS,Capital Trust Limited,BE,CACHED_NSE_ALL
CARBORUNIV.NS,Carborundum Universal Limited,EQ,CACHED_NSE_ALL
CARERATING.NS,CARE Ratings Limited,EQ,CACHED_NSE_ALL
CARRARO.NS,Carraro India Limited,EQ,CACHED_NSE_ALL
CARTRADE.NS,Cartrade Tech Limited,EQ,CACHED_NSE_ALL
CARYSIL.NS,CARYSIL LIMITED,EQ,CACHED_NSE_ALL
CASTROLIND.NS,Castrol India Limited,EQ,CACHED_NSE_ALL
CCAVENUE.NS,AvenuesAI Limited,EQ,CACHED_NSE_ALL
CCCL.NS,Consolidated Construction Consortium Limited,EQ,CACHED_NSE_ALL
CCHHL.NS,Country Club Hospitality & Holidays Limited,EQ,CACHED_NSE_ALL
CCL.NS,CCL Products (India) Limited,EQ,CACHED_NSE_ALL
CDSL.NS,Central Depository Services (India) Limited,EQ,CACHED_NSE_ALL
CEATLTD.NS,CEAT Limited,EQ,CACHED_NSE_ALL
CEIGALL.NS,Ceigall India Limited,EQ,CACHED_NSE_ALL
CEINSYS.NS,Ceinsys Tech Limited,EQ,CACHED_NSE_ALL
CELEBRITY.NS,Celebrity Fashions Limited,EQ,CACHED_NSE_ALL
CELLO.NS,Cello World Limited,EQ,CACHED_NSE_ALL
CEMPRO.NS,Cemindia Projects Limited,EQ,CACHED_NSE_ALL
CENTENKA.NS,Century Enka Limited,EQ,CACHED_NSE_ALL
CENTEXT.NS,Century Extrusions Limited,EQ,CACHED_NSE_ALL
CENTRALBK.NS,Central Bank of India,EQ,CACHED_NSE_ALL
CENTRUM.NS,Centrum Capital Limited,EQ,CACHED_NSE_ALL
CENTUM.NS,Centum Electronics Limited,EQ,CACHED_NSE_ALL
CENTURYPLY.NS,Century Plyboards (India) Limited,EQ,CACHED_NSE_ALL
CERA.NS,Cera Sanitaryware Limited,EQ,CACHED_NSE_ALL
CEREBRAINT.NS,Cerebra Integrated Technologies Limited,BZ,CACHED_NSE_ALL
CESC.NS,CESC Limited,EQ,CACHED_NSE_ALL
CEWATER.NS,Concord Enviro Systems Limited,EQ,CACHED_NSE_ALL
CGCL.NS,Capri Global Capital Limited,EQ,CACHED_NSE_ALL
CGPOWER.NS,CG Power and Industrial Solutions Limited,EQ,CACHED_NSE_ALL
CHALET.NS,Chalet Hotels Limited,EQ,CACHED_NSE_ALL
CHAMBLFERT.NS,Chambal Fertilizers & Chemicals Limited,EQ,CACHED_NSE_ALL
CHEMCON.NS,Chemcon Speciality Chemicals Limited,EQ,CACHED_NSE_ALL
CHEMFAB.NS,Chemfab Alkalis Limited,BE,CACHED_NSE_ALL
CHEMPLASTS.NS,Chemplast Sanmar Limited,EQ,CACHED_NSE_ALL
CHENNPETRO.NS,Chennai Petroleum Corporation Limited,EQ,CACHED_NSE_ALL
CHEVIOT.NS,Cheviot Company Limited,EQ,CACHED_NSE_ALL
CHOICEIN.NS,Choice International Limited,EQ,CACHED_NSE_ALL
CHOLAFIN.NS,Cholamandalam Investment and Finance Company Limited,EQ,CACHED_NSE_ALL
CHOLAHLDNG.NS,Cholamandalam Financial Holdings Limited,EQ,CACHED_NSE_ALL
CIEINDIA.NS,CIE Automotive India Limited,EQ,CACHED_NSE_ALL
CIFL.NS,Capital India Finance Limited,EQ,CACHED_NSE_ALL
CINELINE.NS,Cineline India Limited,EQ,CACHED_NSE_ALL
CINEVISTA.NS,Cinevista Limited,EQ,CACHED_NSE_ALL
CIPLA.NS,Cipla Limited,EQ,CACHED_NSE_ALL
CLEAN.NS,Clean Science and Technology Limited,EQ,CACHED_NSE_ALL
CLEANMAX.NS,Clean Max Enviro Energy Solutions Limited,EQ,CACHED_NSE_ALL
CLEDUCATE.NS,CL Educate Limited,BE,CACHED_NSE_ALL
CLSEL.NS,Chaman Lal Setia Exports Limited,EQ,CACHED_NSE_ALL
CMPDI.NS,Central Mine Planning & Design Institute Limited,EQ,CACHED_NSE_ALL
CMRGREEN.NS,CMR Green Technologies Limited,EQ,CACHED_NSE_ALL
CMSINFO.NS,CMS Info Systems Limited,EQ,CACHED_NSE_ALL
CNL.NS,Creative Newtech Limited,EQ,CACHED_NSE_ALL
COALINDIA.NS,Coal India Limited,EQ,CACHED_NSE_ALL
COASTCORP.NS,Coastal Corporation Limited,EQ,CACHED_NSE_ALL
COCHINSHIP.NS,Cochin Shipyard Limited,EQ,CACHED_NSE_ALL
COCKERILL.NS,John Cockerill India Limited,EQ,CACHED_NSE_ALL
COFFEEDAY.NS,Coffee Day Enterprises Limited,BE,CACHED_NSE_ALL
COFORGE.NS,Coforge Limited,EQ,CACHED_NSE_ALL
COHANCE.NS,Cohance Lifesciences Limited,EQ,CACHED_NSE_ALL
COLPAL.NS,Colgate Palmolive (India) Limited,EQ,CACHED_NSE_ALL
COMFINTE.NS,Comfort Intech Limited,EQ,CACHED_NSE_ALL
COMPINFO.NS,Compuage Infocom Limited,BZ,CACHED_NSE_ALL
COMPUSOFT.NS,Compucom Software Limited,EQ,CACHED_NSE_ALL
COMSYN.NS,Commercial Syn Bags Limited,EQ,CACHED_NSE_ALL
CONCOR.NS,Container Corporation of India Limited,EQ,CACHED_NSE_ALL
CONCORDBIO.NS,Concord Biotech Limited,EQ,CACHED_NSE_ALL
CONFIPET.NS,Confidence Petroleum India Limited,EQ,CACHED_NSE_ALL
CONSOFINVT.NS,Consolidated Finvest & Holdings Limited,EQ,CACHED_NSE_ALL
CONTROLPR.NS,Control Print Limited,EQ,CACHED_NSE_ALL
CORALFINAC.NS,Coral India Finance & Housing Limited,EQ,CACHED_NSE_ALL
CORDSCABLE.NS,Cords Cable Industries Limited,BE,CACHED_NSE_ALL
COROMANDEL.NS,Coromandel International Limited,EQ,CACHED_NSE_ALL
CORONA.NS,CORONA Remedies Limited,EQ,CACHED_NSE_ALL
COSMOFIRST.NS,COSMO FIRST LIMITED,EQ,CACHED_NSE_ALL
COUNCODOS.NS,Country Condo's Limited,EQ,CACHED_NSE_ALL
CPCAP.NS,CP Capital Limited,BE,CACHED_NSE_ALL
CPEDU.NS,Career Point Edutech Limited,EQ,CACHED_NSE_ALL
CPPLUS.NS,Aditya Infotech Limited,EQ,CACHED_NSE_ALL
CRAFTSMAN.NS,Craftsman Automation Limited,EQ,CACHED_NSE_ALL
CRAMC.NS,Canara Robeco Asset Management Company Limited,EQ,CACHED_NSE_ALL
CREATIVEYE.NS,Creative Eye Limited,EQ,CACHED_NSE_ALL
CREDITACC.NS,CREDITACCESS GRAMEEN LIMITED,EQ,CACHED_NSE_ALL
CREST.NS,Crest Ventures Limited,EQ,CACHED_NSE_ALL
CRISIL.NS,Crisil Limited,EQ,CACHED_NSE_ALL
CRIZAC.NS,Crizac Limited,EQ,CACHED_NSE_ALL
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,EQ,CACHED_NSE_ALL
CROWN.NS,Crown Lifters Limited,EQ,CACHED_NSE_ALL
CSBBANK.NS,CSB Bank Limited,EQ,CACHED_NSE_ALL
CSLFINANCE.NS,CSL Finance Limited,EQ,CACHED_NSE_ALL
CTE.NS,Cambridge Technology Enterprises Limited,EQ,CACHED_NSE_ALL
CUB.NS,City Union Bank Limited,EQ,CACHED_NSE_ALL
CUBEXTUB.NS,Cubex Tubings Limited,EQ,CACHED_NSE_ALL
CUMMINSIND.NS,Cummins India Limited,EQ,CACHED_NSE_ALL
CUPID.NS,Cupid Limited,EQ,CACHED_NSE_ALL
CURAA.NS,Cura Technologies Limited,EQ,CACHED_NSE_ALL
CYBERMEDIA.NS,Cyber Media (India) Limited,BE,CACHED_NSE_ALL
CYBERTECH.NS,Cybertech Systems And Software Limited,EQ,CACHED_NSE_ALL
CYIENT.NS,Cyient Limited,EQ,CACHED_NSE_ALL
CYIENTDLM.NS,Cyient DLM Limited,EQ,CACHED_NSE_ALL
DABUR.NS,Dabur India Limited,EQ,CACHED_NSE_ALL
DAICHI.NS,Dai-Ichi Karkaria Limited,BE,CACHED_NSE_ALL
DALBHARAT.NS,Dalmia Bharat Limited,EQ,CACHED_NSE_ALL
DALMIASUG.NS,Dalmia Bharat Sugar and Industries Limited,EQ,CACHED_NSE_ALL
DAMCAPITAL.NS,Dam Capital Advisors Limited,EQ,CACHED_NSE_ALL
DAMODARIND.NS,Damodar Industries Limited,EQ,CACHED_NSE_ALL
DANGEE.NS,Dangee Dums Limited,EQ,CACHED_NSE_ALL
DATAMATICS.NS,Datamatics Global Services Limited,EQ,CACHED_NSE_ALL
DATAPATTNS.NS,Data Patterns (India) Limited,EQ,CACHED_NSE_ALL
DAVANGERE.NS,Davangere Sugar Company Limited,EQ,CACHED_NSE_ALL
DBCORP.NS,D.B.Corp Limited,EQ,CACHED_NSE_ALL
DBEIL.NS,Deepak Builders & Engineers India Limited,BE,CACHED_NSE_ALL
DBL.NS,Dilip Buildcon Limited,EQ,CACHED_NSE_ALL
DBOL.NS,Dhampur Bio Organics Limited,BE,CACHED_NSE_ALL
DBREALTY.NS,Valor Estate Limited,BE,CACHED_NSE_ALL
DBSTOCKBRO.NS,DB (International) Stock Brokers Limited,EQ,CACHED_NSE_ALL
DCAL.NS,Dishman Carbogen Amcis Limited,EQ,CACHED_NSE_ALL
DCBBANK.NS,DCB Bank Limited,EQ,CACHED_NSE_ALL
DCI.NS,Dc Infotech And Communication Limited,BE,CACHED_NSE_ALL
DCM.NS,DCM  Limited,BE,CACHED_NSE_ALL
DCMFINSERV.NS,DCM Financial Services Limited,BE,CACHED_NSE_ALL
DCMNVL.NS,DCM Nouvelle Limited,BE,CACHED_NSE_ALL
DCMSHRIRAM.NS,DCM Shriram Limited,EQ,CACHED_NSE_ALL
DCMSIL.NS,DCM Shriram International Limited,BE,CACHED_NSE_ALL
DCMSRIND.NS,DCM Shriram Industries Limited,EQ,CACHED_NSE_ALL
DCW.NS,DCW Limited,EQ,CACHED_NSE_ALL
DCXINDIA.NS,DCX Systems Limited,EQ,CACHED_NSE_ALL
DDEVPLSTIK.NS,Ddev Plastiks Industries Limited,EQ,CACHED_NSE_ALL
DECCANCE.NS,Deccan Cements Limited,EQ,CACHED_NSE_ALL
DEEDEV.NS,DEE Development Engineers Limited,BE,CACHED_NSE_ALL
DEEPAKFERT.NS,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,CACHED_NSE_ALL
DEEPAKNTR.NS,Deepak Nitrite Limited,EQ,CACHED_NSE_ALL
DEEPINDS.NS,Deep Industries Limited,EQ,CACHED_NSE_ALL
DELHIVERY.NS,Delhivery Limited,EQ,CACHED_NSE_ALL
DELPHIFX.NS,DELPHI WORLD MONEY LIMITED,EQ,CACHED_NSE_ALL
DELTACORP.NS,Delta Corp Limited,EQ,CACHED_NSE_ALL
DELTAMAGNT.NS,Delta Manufacturing Limited,EQ,CACHED_NSE_ALL
DEN.NS,Den Networks Limited,EQ,CACHED_NSE_ALL
DENORA.NS,De Nora India Limited,EQ,CACHED_NSE_ALL
DENTA.NS,Denta Water and Infra Solutions Limited,EQ,CACHED_NSE_ALL
DEVIT.NS,Dev Information Technology Limited,EQ,CACHED_NSE_ALL
DEVX.NS,Dev Accelerator Limited,EQ,CACHED_NSE_ALL
DEVYANI.NS,Devyani International Limited,EQ,CACHED_NSE_ALL
DGCONTENT.NS,Digicontent Limited,EQ,CACHED_NSE_ALL
DHAMPURSUG.NS,Dhampur Sugar Mills Limited,EQ,CACHED_NSE_ALL
DHANBANK.NS,Dhanlaxmi Bank Limited,EQ,CACHED_NSE_ALL
DHANUKA.NS,Dhanuka Agritech Limited,EQ,CACHED_NSE_ALL
DHARAN.NS,DHARAN INFRA-EPC LIMITED,BZ,CACHED_NSE_ALL
DHARMAJ.NS,Dharmaj Crop Guard Limited,EQ,CACHED_NSE_ALL
DHRUV.NS,Dhruv Consultancy Services Limited,BE,CACHED_NSE_ALL
DHUNINV.NS,Dhunseri Investments Limited,EQ,CACHED_NSE_ALL
DIACABS.NS,Diamond Power Infrastructure Limited,EQ,CACHED_NSE_ALL
DIAMINESQ.NS,Diamines & Chemicals Limited,EQ,CACHED_NSE_ALL
DIAMONDYD.NS,Prataap Snacks Limited,EQ,CACHED_NSE_ALL
DICIND.NS,DIC India Limited,EQ,CACHED_NSE_ALL
DIFFNKG.NS,Diffusion Engineers Limited,EQ,CACHED_NSE_ALL
DIGIDRIVE.NS,Digidrive Distributors Limited,EQ,CACHED_NSE_ALL
DIGISPICE.NS,DiGiSPICE Technologies Limited,BE,CACHED_NSE_ALL
DIGITIDE.NS,Digitide Solutions Limited,EQ,CACHED_NSE_ALL
DIGJAMLMTD.NS,Digjam Limited,EQ,CACHED_NSE_ALL
DISAQ.NS,Disa India Limited,EQ,CACHED_NSE_ALL
DISHTV.NS,Dish TV India Limited,BE,CACHED_NSE_ALL
DIVGIITTS.NS,Divgi Torqtransfer Systems Limited,EQ,CACHED_NSE_ALL
DIVISLAB.NS,Divi's Laboratories Limited,EQ,CACHED_NSE_ALL
DIXON.NS,Dixon Technologies (India) Limited,EQ,CACHED_NSE_ALL
DJML.NS,DJ Mediaprint & Logistics Limited,EQ,CACHED_NSE_ALL
DLF.NS,DLF Limited,EQ,CACHED_NSE_ALL
DLINKINDIA.NS,D-Link (India) Limited,EQ,CACHED_NSE_ALL
DMART.NS,Avenue Supermarts Limited,EQ,CACHED_NSE_ALL
DMCC.NS,DMCC SPECIALITY CHEMICALS LIMITED,EQ,CACHED_NSE_ALL
DNAMEDIA.NS,Diligent Media Corporation Limited,EQ,CACHED_NSE_ALL
DODLA.NS,Dodla Dairy Limited,EQ,CACHED_NSE_ALL
DOLATALGO.NS,Dolat Algotech Limited,EQ,CACHED_NSE_ALL
DOLLAR.NS,Dollar Industries Limited,EQ,CACHED_NSE_ALL
DOLPHIN.NS,Dolphin Offshore Enterprises (India) Limited,EQ,CACHED_NSE_ALL
DOMS.NS,DOMS Industries Limited,EQ,CACHED_NSE_ALL
DONEAR.NS,Donear Industries Limited,EQ,CACHED_NSE_ALL
DPABHUSHAN.NS,D. P. Abhushan Limited,EQ,CACHED_NSE_ALL
DPSCLTD.NS,DPSC Limited,BE,CACHED_NSE_ALL
DPWIRES.NS,D P Wires Limited,EQ,CACHED_NSE_ALL
DRAGARWQ.NS,Dr Agarwals Eye Hospital Limited,EQ,CACHED_NSE_ALL
DRCSYSTEMS.NS,DRC Systems India Limited,EQ,CACHED_NSE_ALL
DREAMFOLKS.NS,Dreamfolks Services Limited,EQ,CACHED_NSE_ALL
DREDGECORP.NS,Dredging Corporation of India Limited,EQ,CACHED_NSE_ALL
DRREDDY.NS,Dr. Reddy's Laboratories Limited,EQ,CACHED_NSE_ALL
DSFCL.NS,DCM Shriram Fine Chemicals Limited,BE,CACHED_NSE_ALL
DSSL.NS,Dynacons Systems & Solutions Limited,EQ,CACHED_NSE_ALL
DTIL.NS,Dhunseri Tea & Industries Limited,EQ,CACHED_NSE_ALL
DUCON.NS,Ducon Infratechnologies Limited,BE,CACHED_NSE_ALL
DVL.NS,Dhunseri Ventures Limited,EQ,CACHED_NSE_ALL
DWARKESH.NS,Dwarikesh Sugar Industries Limited,EQ,CACHED_NSE_ALL
DYCL.NS,Dynamic Cables Limited,EQ,CACHED_NSE_ALL
DYNAMATECH.NS,Dynamatic Technologies Limited,EQ,CACHED_NSE_ALL
DYNPRO.NS,Dynemic Products Limited,EQ,CACHED_NSE_ALL
E2E.NS,E2E Networks Limited,EQ,CACHED_NSE_ALL
EASEMYTRIP.NS,Easy Trip Planners Limited,EQ,CACHED_NSE_ALL
EASTSILK.NS,Eastern Silk Industries Limited,BE,CACHED_NSE_ALL
EBGNG.NS,GNG Electronics Limited,EQ,CACHED_NSE_ALL
ECLERX.NS,eClerx Services Limited,EQ,CACHED_NSE_ALL
ECOSMOBLTY.NS,Ecos (India) Mobility & Hospitality Limited,BE,CACHED_NSE_ALL
EDELWEISS.NS,Edelweiss Financial Services Limited,EQ,CACHED_NSE_ALL
EFCIL.NS,EFC (I) Limited,EQ,CACHED_NSE_ALL
EICHERMOT.NS,Eicher Motors Limited,EQ,CACHED_NSE_ALL
EIDPARRY.NS,EID Parry India Limited,EQ,CACHED_NSE_ALL
EIEL.NS,Enviro Infra Engineers Limited,EQ,CACHED_NSE_ALL
EIFFL.NS,Euro India Fresh Foods Limited,BE,CACHED_NSE_ALL
EIHAHOTELS.NS,EIH Associated Hotels Limited,EQ,CACHED_NSE_ALL
EIHOTEL.NS,EIH Limited,EQ,CACHED_NSE_ALL
EIMCOELECO.NS,Eimco Elecon (India) Limited,EQ,CACHED_NSE_ALL
EKC.NS,Everest Kanto Cylinder Limited,EQ,CACHED_NSE_ALL
ELANTAS.NS,Elantas Beck India Limited,EQ,CACHED_NSE_ALL
ELCIDIN.NS,EL CID Investments Limited,EQ,CACHED_NSE_ALL
ELDEHSG.NS,Eldeco Housing And Industries Limited,EQ,CACHED_NSE_ALL
ELECON.NS,Elecon Engineering Company Limited,EQ,CACHED_NSE_ALL
ELECTCAST.NS,Electrosteel Castings Limited,EQ,CACHED_NSE_ALL
ELECTHERM.NS,Electrotherm (India) Limited,EQ,CACHED_NSE_ALL
ELGIEQUIP.NS,Elgi Equipments Limited,EQ,CACHED_NSE_ALL
ELGIRUBCO.NS,Elgi Rubber Company Limited,EQ,CACHED_NSE_ALL
ELIN.NS,Elin Electronics Limited,EQ,CACHED_NSE_ALL
ELITECON.NS,Elitecon International Limited,EQ,CACHED_NSE_ALL
ELLEN.NS,Ellenbarrie Industrial Gases Limited,EQ,CACHED_NSE_ALL
ELPROINTL.NS,Elpro International Limited,EQ,CACHED_NSE_ALL
EMAMILTD.NS,Emami Limited,EQ,CACHED_NSE_ALL
EMAMIPAP.NS,Emami Paper Mills Limited,EQ,CACHED_NSE_ALL
EMAMIREAL.NS,Emami Realty Limited,BE,CACHED_NSE_ALL
EMBDL.NS,Embassy Developments Limited,EQ,CACHED_NSE_ALL
EMCURE.NS,Emcure Pharmaceuticals Limited,EQ,CACHED_NSE_ALL
EMIL.NS,Electronics Mart India Limited,EQ,CACHED_NSE_ALL
EMKAY.NS,Emkay Global Financial Services Limited,EQ,CACHED_NSE_ALL
EMMBI.NS,Emmbi Industries Limited,EQ,CACHED_NSE_ALL
EMMVEE.NS,Emmvee Photovoltaic Power Limited,EQ,CACHED_NSE_ALL
EMPOWER.NS,Empower India Limited,BE,CACHED_NSE_ALL
EMSLIMITED.NS,EMS Limited,EQ,CACHED_NSE_ALL
EMUDHRA.NS,eMudhra Limited,EQ,CACHED_NSE_ALL
ENDURANCE.NS,Endurance Technologies Limited,EQ,CACHED_NSE_ALL
ENERGYDEV.NS,Energy Development Company Limited,EQ,CACHED_NSE_ALL
ENGINERSIN.NS,Engineers India Limited,EQ,CACHED_NSE_ALL
ENIL.NS,Entertainment Network (India) Limited,EQ,CACHED_NSE_ALL
ENRIN.NS,Siemens Energy India Limited,EQ,CACHED_NSE_ALL
ENTERO.NS,Entero Healthcare Solutions Limited,EQ,CACHED_NSE_ALL
EPACK.NS,EPACK Durable Limited,EQ,CACHED_NSE_ALL
EPACKPEB.NS,EPack Prefab Technologies Limited,EQ,CACHED_NSE_ALL
EPIGRAL.NS,Epigral Limited,EQ,CACHED_NSE_ALL
EPL.NS,EPL Limited,EQ,CACHED_NSE_ALL
EQUIPPP.NS,Equippp Social Impact Technologies Limited,BE,CACHED_NSE_ALL
EQUITASBNK.NS,Equitas Small Finance Bank Limited,EQ,CACHED_NSE_ALL
ERIS.NS,Eris Lifesciences Limited,EQ,CACHED_NSE_ALL
ESABINDIA.NS,Esab India Limited,EQ,CACHED_NSE_ALL
ESAFSFB.NS,ESAF Small Finance Bank Limited,EQ,CACHED_NSE_ALL
ESCORTS.NS,Escorts Kubota Limited,EQ,CACHED_NSE_ALL
ESSARSHPNG.NS,Essar Shipping Limited,EQ,CACHED_NSE_ALL
ESSENTIA.NS,Integra Essentia Limited,BE,CACHED_NSE_ALL
ESTER.NS,Ester Industries Limited,EQ,CACHED_NSE_ALL
ETERNAL.NS,ETERNAL LIMITED,EQ,CACHED_NSE_ALL
ETHOSLTD.NS,Ethos Limited,EQ,CACHED_NSE_ALL
EUREKAFORB.NS,Eureka Forbes Limited,EQ,CACHED_NSE_ALL
EUROPRATIK.NS,Euro Pratik Sales Limited,EQ,CACHED_NSE_ALL
EUROTEXIND.NS,Eurotex Industries and Exports Limited,BE,CACHED_NSE_ALL
EVEREADY.NS,Eveready Industries India Limited,EQ,CACHED_NSE_ALL
EVERESTIND.NS,Everest Industries Limited,EQ,CACHED_NSE_ALL
EXCELINDUS.NS,Excel Industries Limited,EQ,CACHED_NSE_ALL
EXCELSOFT.NS,Excelsoft Technologies Limited,EQ,CACHED_NSE_ALL
EXICOM.NS,Exicom Tele-Systems Limited,EQ,CACHED_NSE_ALL
EXIDEIND.NS,Exide Industries Limited,EQ,CACHED_NSE_ALL
EXPLEOSOL.NS,Expleo Solutions Limited,EQ,CACHED_NSE_ALL
EXXARO.NS,Exxaro Tiles Limited,EQ,CACHED_NSE_ALL
FABTECH.NS,Fabtech Technologies Limited,EQ,CACHED_NSE_ALL
FACT.NS,Fertilizers and Chemicals Travancore Limited,EQ,CACHED_NSE_ALL
FAIRCHEMOR.NS,Fairchem Organics Limited,EQ,CACHED_NSE_ALL
FAZE3Q.NS,Faze Three Limited,EQ,CACHED_NSE_ALL
FCL.NS,Fineotex Chemical Limited,EQ,CACHED_NSE_ALL
FCSSOFT.NS,FCS Software Solutions Limited,BE,CACHED_NSE_ALL
FDC.NS,FDC Limited,EQ,CACHED_NSE_ALL
FEDDERSHOL.NS,Fedders Holding Limited,EQ,CACHED_NSE_ALL
FEDERALBNK.NS,The Federal Bank  Limited,EQ,CACHED_NSE_ALL
FEDFINA.NS,Fedbank Financial Services Limited,EQ,CACHED_NSE_ALL
FEL.NS,Future Enterprises Limited,BZ,CACHED_NSE_ALL
FELDVR.NS,Future Enterprises Limited,BZ,CACHED_NSE_ALL
FERMENTA.NS,Fermenta Biotech Limited,EQ,CACHED_NSE_ALL
FIBERWEB.NS,Fiberweb (India) Limited,EQ,CACHED_NSE_ALL
FIEMIND.NS,Fiem Industries Limited,EQ,CACHED_NSE_ALL
FILATEX.NS,Filatex India Limited,EQ,CACHED_NSE_ALL
FILATFASH.NS,Filatex Fashions Limited,BE,CACHED_NSE_ALL
FINCABLES.NS,Finolex Cables Limited,EQ,CACHED_NSE_ALL
FINEORG.NS,Fine Organic Industries Limited,EQ,CACHED_NSE_ALL
FINKURVE.NS,Finkurve Financial Services Limited,EQ,CACHED_NSE_ALL
FINOPB.NS,Fino Payments Bank Limited,EQ,CACHED_NSE_ALL
FINPIPE.NS,Finolex Industries Limited,EQ,CACHED_NSE_ALL
FIRSTCRY.NS,Brainbees Solutions Limited,EQ,CACHED_NSE_ALL
FISCHER.NS,Fischer Medical Ventures Limited,EQ,CACHED_NSE_ALL
FIVESTAR.NS,Five-Star Business Finance Limited,EQ,CACHED_NSE_ALL
FLAIR.NS,Flair Writing Industries Limited,EQ,CACHED_NSE_ALL
FLEXITUFF.NS,Flexituff Ventures International Limited,BE,CACHED_NSE_ALL
FLFL.NS,Future Lifestyle Fashions Limited,BZ,CACHED_NSE_ALL
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,EQ,CACHED_NSE_ALL
FMGOETZE.NS,Federal-Mogul Goetze (India) Limited.,EQ,CACHED_NSE_ALL
FMNL.NS,Future Market Networks Limited,BE,CACHED_NSE_ALL
FOCUS.NS,Focus Lighting and Fixtures Limited,EQ,CACHED_NSE_ALL
FOODSIN.NS,Foods & Inns Limited,EQ,CACHED_NSE_ALL
FORCEMOT.NS,FORCE MOTORS LTD,EQ,CACHED_NSE_ALL
FORTIS.NS,Fortis Healthcare Limited,EQ,CACHED_NSE_ALL
FOSECOIND.NS,Foseco India Limited,EQ,CACHED_NSE_ALL
FRACTAL.NS,Fractal Analytics Limited,EQ,CACHED_NSE_ALL
FRONTSP.NS,Frontier Springs Limited,EQ,CACHED_NSE_ALL
FSL.NS,Firstsource Solutions Limited,EQ,CACHED_NSE_ALL
FUSION.NS,Fusion Finance Limited,EQ,CACHED_NSE_ALL
GABRIEL.NS,Gabriel India Limited,EQ,CACHED_NSE_ALL
GAEL.NS,Gujarat Ambuja Exports Limited,EQ,CACHED_NSE_ALL
